iter	Logloss
160	0.001459865953
161	0.001459844602
162	0.001459738287
163	0.001459717744
164	0.001459565914
165	0.001459529815
166	0.001459570147
167	0.001459546741
168	0.001459546741
169	0.001459546741
170	0.001459546741
171	0.001459546741
172	0.001459546741
173	0.001459546741
174	0.001459546741
175	0.001459546741
176	0.001459546741
177	0.001459546741
178	0.001459546741
179	0.001459546741
180	0.001459546741
181	0.001459546741
182	0.001459546741
183	0.001459546741
184	0.001459546741
185	0.001459546741
186	0.001459546741
187	0.001459555839
188	0.001459406163
189	0.001459262503
190	0.001459227652
191	0.001459129041
192	0.00145917277
193	0.001458595415
194	0.001458455742
195	0.001458318245
196	0.001458164827
197	0.001457987123
198	0.001457858823
199	0.001457898369
200	0.001457751554
201	0.001457773419
202	0.00145730864
203	0.001457205749
204	0.001457205749
205	0.001457205749
206	0.001457205749
207	0.001457205749
208	0.001457205749
209	0.001457205749
210	0.001457205749
211	0.001457168696
212	0.001457138541
213	0.001456979425
214	0.001456979425
215	0.001456979425
216	0.001456979425
217	0.001456979425
218	0.001456979425
219	0.001456979425
220	0.001456979425
221	0.001456979425
222	0.001456927185
223	0.001456914712
224	0.001456914712
225	0.001456914712
226	0.001456914712
227	0.001456914712
228	0.001456914712
229	0.001456837306
230	0.00145678654
231	0.001456689984
232	0.001456624684
233	0.001456587191
234	0.001456497605
235	0.001456439055
236	0.001456432085
237	0.001456356465
238	0.001456342892
239	0.001456263944
240	0.001456288377
241	0.001456257855
242	0.001456128795
243	0.00145609551
244	0.001456078415
245	0.001456071445
246	0.001455881708
247	0.001455792415
248	0.001455818315
249	0.001455835778
250	0.00145580056
251	0.001455802834
252	0.001455712955
253	0.001455739735
254	0.001455737754
255	0.001455642739
256	0.001455479049
257	0.001455378237
258	0.001455328858
259	0.001454918227
260	0.0014547325
261	0.001454662016
262	0.001454659742
263	0.001454700829
264	0.001454645068
265	0.0014542417
266	0.001454198485
267	0.001454138027
268	0.001454049102
269	0.001453971402
270	0.001453888713
271	0.001453904414
272	0.001453538147
273	0.001453378272
274	0.001453247037
275	0.001453282255
276	0.00145331285
277	0.001453227007
278	0.001452799475
279	0.001452424061
280	0.001452331027
281	0.001452348636
282	0.001452360596
283	0.00145237889
284	0.001452404864
285	0.001452386227
286	0.001452335015
287	0.001452150755
288	0.001452056473
289	0.001452030207
290	0.001452003793
291	0.001452019568
292	0.001452014017
293	0.00145197381
294	0.001451929861
295	0.001451933016
296	0.001451970215
297	0.001451977552
298	0.001451951065
299	0.001451792045
300	0.001451812515
301	0.001451725277
302	0.001451725644
303	0.00145169204
304	0.001451727699
305	0.00145166548
306	0.001451667975
307	0.001451646356
308	0.001451585165
309	0.001451590007
310	0.001451499908
311	0.001451364758
312	0.001451331155
313	0.001451315673
314	0.001451228876
315	0.00145096386
316	0.001450534398
317	0.00145054379
318	0.00145046022
319	0.001450427203
320	0.001450006421
321	0.001449922559
322	0.001449797315
323	0.001449789317
324	0.001449727539
325	0.001449627461
326	0.001449753072
327	0.001449766598
328	0.001449656541
329	0.001449718466
330	0.001449675985
331	0.001449316101
332	0.001449232506
333	0.001449218052
334	0.001449204698
335	0.001449156273
336	0.001449156273
337	0.001449133212
338	0.001449058888
339	0.001449058888
340	0.001449058888
341	0.001449058888
342	0.001449058888
343	0.001449058888
344	0.001449058888
345	0.001449058888
346	0.001449058888
347	0.001449058888
348	0.001449058888
349	0.001449058888
350	0.001449058888
351	0.001449058888
352	0.001449058888
353	0.001449058888
354	0.001449058888
355	0.001449058888
356	0.001449058888
357	0.001449058888
358	0.001449058888
359	0.001449058888
360	0.001449058888
361	0.001449058888
362	0.001449058888
363	0.001449058888
364	0.001449058888
365	0.001449058888
366	0.001449058888
367	0.001449058888
368	0.001449058888
369	0.001449058888
370	0.001449058888
371	0.001449058888
372	0.001449058888
373	0.001449058888
374	0.001449058888
375	0.001449058888
376	0.001449058888
377	0.001449058888
378	0.001449058888
379	0.001449058888
380	0.001449058888
381	0.001449058888
382	0.001449058888
383	0.001449058888
384	0.001449058888
385	0.001449058888
386	0.001449058888
387	0.001449058888
388	0.001449059255
389	0.001449059255
390	0.001449059255
391	0.001449059255
392	0.001449059255
393	0.001449059255
394	0.001449059255
395	0.001449059255
396	0.001449059255
397	0.001449059255
398	0.001449059255
399	0.001449059255
400	0.001449059255
401	0.001449059255
402	0.001449059255
403	0.001449059255
404	0.001449059255
405	0.001449059255
406	0.001449059255
407	0.001449059255
408	0.001449059255
409	0.001449059255
410	0.001449059255
411	0.001449059255
412	0.001449059255
413	0.001449059255
414	0.001449059255
415	0.001449059255
416	0.001449059255
417	0.001449059255
418	0.001449059255
419	0.001449059255
420	0.001449059255
421	0.001449059255
422	0.001448991974
423	0.001448876781
424	0.001448753005
425	0.001448685283
426	0.00144865953
427	0.00144851609
428	0.001448371696
429	0.001448329288
430	0.001448237453
431	0.001448235692
432	0.001448211406
433	0.00144822542
434	0.001448141484
435	0.00144814596
436	0.001448087336
437	0.001448110448
438	0.001448073763
439	0.001448073763
440	0.001448073763
441	0.001448073763
442	0.001448073763
443	0.001448073763
444	0.001448073763
445	0.001448073763
446	0.001448073763
447	0.001448073763
448	0.001448073763
449	0.001448073763
450	0.001448073763
451	0.001448073763
452	0.001447970457
453	0.001447939494
454	0.001447811755
455	0.001447681522
456	0.001447674284
457	0.001447580663
458	0.001447630335
459	0.00144760128
460	0.001447439057
461	0.001447427171
462	0.001447418392
463	0.001447418392
464	0.001447418392
465	0.001447418392
466	0.001447418392
467	0.001447418392
468	0.001447418392
469	0.001447418392
470	0.001447418392
471	0.001447418392
472	0.001447418392
473	0.00144734869
474	0.00144734869
475	0.00144734869
476	0.00144734869
477	0.00144734869
478	0.00144734869
479	0.00144734869
480	0.00144734869
481	0.00144734869
482	0.00144734869
483	0.00144734869
484	0.00144734869
485	0.00144734869
486	0.00144734869
487	0.00144734869
488	0.00144734869
489	0.00144734869
490	0.00144734869
491	0.00144734869
492	0.00144734869
493	0.00144734869
494	0.00144734869
495	0.00144734869
496	0.00144734869
497	0.00144734869
498	0.001447321616
499	0.001447287693
500	0.001447238461
501	0.001447248098
502	0.001447173553
503	0.001447207597
504	0.00144718111
505	0.00144718111
506	0.00144718111
507	0.00144718111
508	0.00144718111
509	0.00144718111
510	0.00144718111
511	0.00144718111
512	0.001447142371
513	0.001446796794
514	0.00144676928
515	0.00144676928
516	0.00144676928
517	0.00144676928
518	0.00144676928
519	0.00144676928
520	0.00144676928
521	0.00144676928
522	0.00144676928
523	0.00144676928
524	0.00144676928
525	0.00144676928
526	0.00144676928
527	0.00144676928
528	0.00144676928
529	0.001446699804
530	0.001446569644
531	0.001446460835
532	0.001446439851
533	0.001446387098
534	0.001446293477
535	0.00144627484
536	0.00144624065
537	0.00144621453
538	0.001446183959
539	0.001446184253
540	0.001446164076
541	0.001446069941
542	0.001446027386
543	0.001445919116
544	0.001445836207
545	0.001445850661
546	0.001445837528
547	0.001445782866
548	0.001445784114
549	0.001445462309
550	0.00144537287
551	0.001445243444
552	0.001445227889
553	0.001445177117
554	0.001445126858
555	0.001445123116
556	0.001445087457
557	0.001444889136
558	0.001444674086
559	0.001444599028
560	0.001444542484
561	0.00144454674
562	0.001444500296
563	0.00144452128
564	0.001444463023
565	0.001444190843
566	0.001443898313
567	0.001443817752
568	0.001443761257
569	0.001443786203
570	0.001443786203
571	0.001443758469
572	0.001443601015
573	0.00144353344
574	0.001443497562
575	0.001443447376
576	0.001443426319
577	0.001443385451
578	0.00144342155
579	0.001443412232
580	0.001443309439
581	0.001443182166
582	0.001443106961
583	0.001443207185
584	0.001443200435
585	0.001443100284
586	0.001443124423
587	0.00144311892
588	0.001443167932
589	0.001442713106
590	0.001442631151
591	0.001442522147
592	0.001442483848
593	0.001442447162
594	0.001441971378
595	0.001441972552
596	0.001441613181
597	0.001441659552
598	0.001441213383
599	0.001441263422
600	0.001441066348
601	0.001441026655
602	0.001440971773
603	0.001440912343
604	0.00144091249
605	0.001440481902
606	0.001440535169
607	0.001440257339
608	0.001439927317
609	0.001439879772
610	0.001439810877
611	0.00143968035
612	0.0014396331
613	0.001439631852
614	0.001439593626
615	0.001439418148
616	0.001439416021
617	0.001439356491
618	0.001439311662
619	0.001439284441
620	0.001439245922
621	0.001438832528
622	0.001438688794
623	0.001438653576
624	0.001438714107
625	0.001438678155
626	0.001438650495
627	0.001438572795
628	0.001438541832
629	0.001438541832
630	0.001438541832
631	0.001438623714
632	0.001438500011
633	0.001438438526
634	0.00143839377
635	0.001438393697
636	0.001438337641
637	0.001438314456
638	0.001438353123
639	0.001438306385
640	0.001438252238
641	0.001438276744
642	0.001438171236
643	0.001438153433
644	0.00143815578
645	0.00143814228
646	0.001438117114
647	0.001438021145
648	0.001437804407
649	0.001437742262
650	0.0014377248
651	0.001437690829
652	0.001437702495
653	0.001437687087
654	0.001437402555
655	0.001437402555
656	0.001437440781
657	0.001437440781
658	0.001437331631
659	0.001437076106
660	0.001437014009
661	0.001436991484
662	0.001436973141
663	0.001436511957
664	0.001436551724
665	0.001436474832
666	0.001436474832
667	0.001436474832
668	0.001436483489
669	0.001436483489
670	0.001436483489
671	0.001436483489
672	0.001436483489
673	0.001436483489
674	0.001436483489
675	0.001436483489
676	0.001436483489
677	0.001436408504
678	0.001436025148
679	0.001435967699
680	0.001435939084
681	0.001435903793
682	0.001435753775
683	0.001435397585
684	0.001435264123
685	0.001435275789
686	0.001435227511
687	0.001435163825
688	0.001435132203
689	0.001435158616
690	0.001435119656
691	0.001435064922
692	0.001435034179
693	0.001435051054
694	0.001434989937
695	0.001434955232
696	0.001434860096
697	0.001434784792
698	0.001434739155
699	0.001434769751
700	0.001434704304
701	0.001434656026
702	0.001434666837
703	0.001434664709
704	0.001434629784
705	0.001434582974
706	0.001434500406
707	0.001434507597
708	0.001434390009
709	0.001434368584
710	0.001434396465
711	0.001434383526
712	0.001434361515
713	0.001434251705
714	0.001434127095
715	0.001434088282
716	0.001434099801
717	0.001433900797
718	0.001433852006
719	0.001433852006
720	0.001433852006
721	0.001433801453
722	0.001433777314
723	0.00143369059
724	0.001433686187
725	0.001433687802
726	0.001433640771
727	0.001433661975
728	0.001433525799
729	0.001433508336
730	0.001433533136
731	0.001433533136
732	0.001433490581
733	0.001433468129
734	0.001433356484
735	0.001433342324
736	0.001433287075
737	0.001433254132
738	0.001433265064
739	0.001433227425
740	0.001433204973
741	0.001433172837
742	0.001433158383
743	0.00143317225
744	0.001433122431
745	0.001433063808
746	0.001433021865
747	0.001433033605
748	0.001433000808
749	0.001433010713
750	0.001432959573
751	0.001432914304
752	0.00143289606
753	0.001432836849
754	0.001432790307
755	0.001432804541
756	0.001432777687
757	0.001432312442
758	0.001432176266
759	0.001432189326
760	0.001432166728
761	0.001432123146
762	0.001432181281
763	0.001432187077
764	0.001432050167
765	0.001432035199
766	0.001432007172
767	0.001432030063
768	0.001431998661
769	0.001431965791
770	0.001431897875
771	0.001431860822
772	0.001431749592
773	0.001431755829
774	0.001431453247
775	0.001431421063
776	0.00143143493
777	0.001431293764
778	0.001431331917
779	0.001431258106
780	0.001431223769
781	0.001431243799
782	0.001431213717
783	0.001431204325
784	0.001431123251
785	0.001431149297
786	0.001431106155
787	0.001431153406
788	0.001431115473
789	0.001431106595
790	0.001431091114
791	0.001431112465
792	0.001431093609
793	0.001431019798
794	0.001431020018
795	0.001431006444
796	0.001431006444
797	0.001431021339
798	0.0014310366
799	0.001430989422
800	0.001430886336
801	0.001430846815
802	0.001430791346
803	0.001430769383
804	0.001430726241
805	0.001430697333
806	0.001430702347
807	0.001430686793
808	0.00143063722
809	0.001430628048
810	0.001430541764
811	0.001430518065
812	0.001430492679
813	0.001430529438
814	0.001430532373
815	0.00143046942
816	0.00143046942
817	0.001430486589
818	0.001430473823
819	0.001430491285
820	0.001430492899
821	0.001430378734
822	0.001430407789
823	0.00143039084
824	0.001430358264
825	0.001430358264
826	0.001430384457
827	0.00143036993
828	0.001430278608
829	0.001430245298
830	0.001430279342
831	0.001430263934
832	0.001430247719
833	0.001430173126
834	0.001430180757
835	0.001430129471
836	0.001430133873
837	0.001430133359
838	0.001430117585
839	0.001430111788
840	0.001430037464
841	0.001430096039
842	0.001430083713
843	0.001430068158
844	0.001430069919
845	0.001430069699
846	0.001430036437
847	0.001430020515
848	0.001429974317
849	0.001429933351
850	0.001429937019
851	0.001429929168
852	0.001429936505
853	0.001429938072
854	0.001429915914
855	0.001429870797
856	0.001429840275
857	0.001429823473
858	0.001429839981
859	0.001429786886
860	0.001429746753
861	0.001429691871
862	0.001429661349
863	0.001429655699
864	0.001429635768
865	0.001429662328
866	0.001429631439
867	0.001429638703
868	0.001429573183
869	0.001429139708
870	0.001429132004
871	0.001429075655
872	0.001429060834
873	0.001429049315
874	0.001428997588
875	0.001429018499
876	0.001428979906
877	0.001428998615
878	0.001428944028
879	0.001428988344
880	0.001428972055
881	0.00142898218
882	0.001428969293
883	0.001429002823
884	0.001428912918
885	0.001428920842
886	0.001428864347
887	0.001428712226
888	0.0014287258
889	0.001428719784
890	0.001428727194
891	0.001428685593
892	0.001428538092
893	0.00142848754
894	0.001428475165
895	0.001428474358
896	0.001428462252
897	0.001428468415
898	0.001428404168
899	0.001428398958
900	0.001428402333
901	0.001428421116
902	0.001428315437
903	0.001428302817
904	0.001428247081
905	0.00142827907
906	0.001428252437
907	0.001428196015
908	0.001428131962
909	0.0014280874
910	0.001428106403
911	0.001428099385
912	0.001428029683
913	0.00142800525
914	0.001428040468
915	0.001427946994
916	0.001427925423
917	0.001427941785
918	0.001427944059
919	0.001427880153
920	0.001427922708
921	0.001427526799
922	0.001427403243
923	0.001427436773
924	0.001427294287
925	0.001427207416
926	0.001427215487
927	0.001427196484
928	0.001427209617
929	0.001427189293
930	0.001427157377
931	0.001427201032
932	0.001427082832
933	0.001426925818
934	0.001426909457
935	0.00142687644
936	0.001426821632
937	0.001426805417
938	0.001426767484
939	0.001426738062
940	0.001426742098
941	0.001426751563
942	0.001426342814
943	0.001426310237
944	0.001426223293
945	0.001425863629
946	0.00142583949
947	0.001425795761
948	0.001425776978
949	0.001425731146
950	0.001425657849
951	0.001425664305
952	0.001425461802
953	0.001425263675
954	0.001425001741
955	0.001424971806
956	0.001424428055
957	0.001424257467
958	0.001424256367
959	0.00142411596
960	0.00142401669
961	0.001423934588
962	0.001423923729
963	0.001423771385
964	0.001423335709
965	0.00142327848
966	0.001423242455
967	0.001422848552
968	0.001422821919
969	0.001422797658
970	0.001422778729
971	0.001422745638
972	0.001422737494
973	0.001422594788
974	0.001422580261
975	0.001422523472
976	0.001422512686
977	0.001422499846
978	0.001422467123
979	0.001422407619
980	0.001422333074
981	0.001422344006
982	0.00142231253
983	0.001421986298
984	0.001422020342
985	0.001421860981
986	0.001421841831
987	0.001421709983
988	0.001421708076
989	0.001421703013
990	0.001421635879
991	0.001421514842
992	0.001421259659
993	0.001421104993
994	0.001420990828
995	0.001420927483
996	0.001420905032
997	0.00142085832
998	0.00142077766
999	0.001420768562
